indonesian_original,indonesian,papua_kokas,is_augmented
. apa yang kamu ketahui tentang flora dan fauna di indonesia?,. apa yang kamu ketahui tentang flora dan fauna di indonesia?,o bare kusafa adi flora adi fauna ami indonesia?,False
bagaimana cara memesan tiket pesawat online,Bagaimana prosedur pemesanan tiket pesawat secara daring?,akape tafno tiket kapal tarbang online,True
bagaimana cara memesan tiket pesawat online,bagaimana cara memesan tiket pesawat online,akape tafno tiket kapal tarbang online,False
apa pendapatmu tentang pentingnya pendidikan inklusif di sekolah?,Bagaimana pandanganmu mengenai signifikansi pendidikan inklusif di sekolah?,o pendapat akape adi pentingnya pendidikan inklusif ami sakolah,True
apa pendapatmu tentang pentingnya pendidikan inklusif di sekolah?,apa pendapatmu tentang pentingnya pendidikan inklusif di sekolah?,o pendapat akape adi pentingnya pendidikan inklusif ami sakolah,False
bagaimana cara kita bisa meningkatkan kesadaran akan pentingnya sanitasi,Bagaimana upaya yang dapat dilakukan untuk meningkatkan kesadaran akan pentingnya sanitasi?,akape ita cara bisa meningkatkan kesadaran sanitasi nukwa penting,True
bagaimana cara kita bisa meningkatkan kesadaran akan pentingnya sanitasi,bagaimana cara kita bisa meningkatkan kesadaran akan pentingnya sanitasi,akape ita cara bisa meningkatkan kesadaran sanitasi nukwa penting,False
apa yang kamu pikirkan tentang pentingnya menjaga kesehatan mental selama masa pandemi,Bagaimana pendapatmu tentang pentingnya menjaga kesehatan mental di masa pandemi?,kwai kusafa yang o pikir adi pentingnya ta jaga kesehatan mental selama pandemi bati buakaf,True
apa yang kamu pikirkan tentang pentingnya menjaga kesehatan mental selama masa pandemi,apa yang kamu pikirkan tentang pentingnya menjaga kesehatan mental selama masa pandemi,kwai kusafa yang o pikir adi pentingnya ta jaga kesehatan mental selama pandemi bati buakaf,False
volunteerisme memberikan dampak positif bagi masyarakat,Volunteerisme memberikan manfaat positif bagi masyarakat.,volunteerisme afi ita dampak kues buat mincia karagatuni,True
volunteerisme memberikan dampak positif bagi masyarakat,volunteerisme memberikan dampak positif bagi masyarakat,volunteerisme afi ita dampak kues buat mincia karagatuni,False
"tolong bukakan pintu, saya lupa membawa kunci","Tolong bukakan pintu, saya tidak membawa kunci.","tolong misi taburar, elupa eguain kunci",True
"tolong bukakan pintu, saya lupa membawa kunci","tolong bukakan pintu, saya lupa membawa kunci","tolong misi taburar, elupa eguain kunci",False
"iya, aku suka belajar resep baru dari acara tersebut","Ya, saya senang mempelajari resep baru dari acara itu.","yo, yai suka balajara resep beri-beri ami acara nukwa",True
"iya, aku suka belajar resep baru dari acara tersebut","iya, aku suka belajar resep baru dari acara tersebut","yo, yai suka balajara resep beri-beri ami acara nukwa",False
"menurutmu, apa saja langkah yang bisa diambil untuk mengurangi tingkat kejahatan?","Menurutmu, langkah apa saja yang dapat dilakukan untuk menurunkan tingkat kejahatan?",menurut o kwai kusafa watan yang bisa tana buat ta kurangi tingkat kejahatan?,True
"menurutmu, apa saja langkah yang bisa diambil untuk mengurangi tingkat kejahatan?","menurutmu, apa saja langkah yang bisa diambil untuk mengurangi tingkat kejahatan?",menurut o kwai kusafa watan yang bisa tana buat ta kurangi tingkat kejahatan?,False
apa yang kamu ketahui tentang seni ukir bali,Apa pengetahuanmu tentang seni ukir Bali?,o bare kusafa adi seni ukir bali,True
apa yang kamu ketahui tentang seni ukir bali,apa yang kamu ketahui tentang seni ukir bali,o bare kusafa adi seni ukir bali,False
menumbuhkan rasa kemandirian anak-anak melalui tanggung jawab dan kepercayaan,Mengembangkan kemandirian anak-anak melalui tanggung jawab dan kepercayaan.,tafisina rasa kemandirian kapiropir buat tanggung jawab adi kepercayaan,True
menumbuhkan rasa kemandirian anak-anak melalui tanggung jawab dan kepercayaan,menumbuhkan rasa kemandirian anak-anak melalui tanggung jawab dan kepercayaan,tafisina rasa kemandirian kapiropir buat tanggung jawab adi kepercayaan,False
bagaimana pandanganmu tentang teknologi di indonesia,Bagaimana pandanganmu mengenai teknologi di Indonesia?,o pandangan akape adi teknologi ami indonesia,True
bagaimana pandanganmu tentang teknologi di indonesia,bagaimana pandanganmu tentang teknologi di indonesia,o pandangan akape adi teknologi ami indonesia,False
saya ingin memperluas koleksi buku saya,Saya ingin menambah koleksi buku saya.,yai emau ena magen ebuku koleksi,True
saya ingin memperluas koleksi buku saya,saya ingin memperluas koleksi buku saya,yai emau ena magen ebuku koleksi,False
kamu suka menonton acara memasak,Apakah kamu gemar menonton acara memasak?,o suka mitogin acara afrubir kwai,True
kamu suka menonton acara memasak,kamu suka menonton acara memasak,o suka mitogin acara afrubir kwai,False
apa pendapatmu tentang hobi bagaimana pengalamanmu dengan hobi,Bagaimana pendapat dan pengalamanmu mengenai hobi?,o pendapat akape adi hobi o pengalaman akape adi hobi,True
apa pendapatmu tentang hobi bagaimana pengalamanmu dengan hobi,apa pendapatmu tentang hobi bagaimana pengalamanmu dengan hobi,o pendapat akape adi hobi o pengalaman akape adi hobi,False
"maaf, bisakah kamu membantu saya mengangkat koper ini","Maaf, dapatkah kamu membantu saya mengangkat koper ini?","maaf, bisa obantu yai tarara tas ige",True
"maaf, bisakah kamu membantu saya mengangkat koper ini","maaf, bisakah kamu membantu saya mengangkat koper ini","maaf, bisa obantu yai tarara tas ige",False
kamu suka mengoleksi barang apa,Barang apa yang kamu sukai untuk dikoleksi?,o suka mi koleksi kwai kusafa,True
kamu suka mengoleksi barang apa,kamu suka mengoleksi barang apa,o suka mi koleksi kwai kusafa,False
. apa yang membuatmu bangga sebagai orang indonesia?,Apa yang membuatmu merasa bangga sebagai orang Indonesia?,kwai kusafa yang ana o bangga sebagai mincia indonesia?,True
. apa yang membuatmu bangga sebagai orang indonesia?,. apa yang membuatmu bangga sebagai orang indonesia?,kwai kusafa yang ana o bangga sebagai mincia indonesia?,False
teknologi pembelajaran jarak jauh semakin diterapkan di sekolah,Teknologi pembelajaran jarak jauh semakin banyak digunakan di sekolah.,teknologi abelajar afi babair bisa sina terap ami sakolah,True
teknologi pembelajaran jarak jauh semakin diterapkan di sekolah,teknologi pembelajaran jarak jauh semakin diterapkan di sekolah,teknologi abelajar afi babair bisa sina terap ami sakolah,False
saya akan mengirimkan email dengan detail lebih lanjut,Saya akan mengirimkan email yang berisi detail lebih lanjut.,yai etgait email adi detail lebih lanjut,True
saya akan mengirimkan email dengan detail lebih lanjut,saya akan mengirimkan email dengan detail lebih lanjut,yai etgait email adi detail lebih lanjut,False
bagaimana pendapatmu tentang teknologi 5g,Bagaimana pandangan Anda mengenai teknologi 5G?,o pendapat akape adi teknologi 5g,True
bagaimana pendapatmu tentang teknologi 5g,bagaimana pendapatmu tentang teknologi 5g,o pendapat akape adi teknologi 5g,False
apa yang kamu ketahui tentang musik kontemporer indonesia,Apa yang Anda pahami tentang musik kontemporer Indonesia?,o cara akape adi musik kontemporer indonesia,True
apa yang kamu ketahui tentang musik kontemporer indonesia,apa yang kamu ketahui tentang musik kontemporer indonesia,o cara akape adi musik kontemporer indonesia,False
bagaimana pandanganmu tentang perkembangan e-commerce di indonesia?,Bagaimana pendapat Anda terkait perkembangan e-commerce di Indonesia?,o pandangan akape adi perkembangan e-commerce ami indonesia,True
bagaimana pandanganmu tentang perkembangan e-commerce di indonesia?,bagaimana pandanganmu tentang perkembangan e-commerce di indonesia?,o pandangan akape adi perkembangan e-commerce ami indonesia,False
bagaimana caramu mendukung pelestarian budaya lokal,Bagaimana upaya Anda dalam mendukung pelestarian budaya lokal?,o cara akape mendukung pelestarian budaya urag,True
bagaimana caramu mendukung pelestarian budaya lokal,bagaimana caramu mendukung pelestarian budaya lokal,o cara akape mendukung pelestarian budaya urag,False
bisakah kamu pinjamkan uang sebentar,Bolehkah saya meminjam uang untuk sementara waktu?,obisa fi yai pitis kantuni,True
bisakah kamu pinjamkan uang sebentar,bisakah kamu pinjamkan uang sebentar,obisa fi yai pitis kantuni,False
bagaimana cara kita bisa mendukung pengembangan umkm di indonesia?,Bagaimana upaya yang dapat dilakukan untuk mendukung pengembangan UMKM di Indonesia?,ita cara akape bisa mendukung pengembangan umkm ami indonesia?,True
bagaimana cara kita bisa mendukung pengembangan umkm di indonesia?,bagaimana cara kita bisa mendukung pengembangan umkm di indonesia?,ita cara akape bisa mendukung pengembangan umkm ami indonesia?,False
bagaimana cara kita bisa mendukung program kesehatan ibu dan anak di daerah terpencil?,Bagaimana cara mendukung program kesehatan ibu dan anak di wilayah terpencil?,akape ita cara bisa ta dukung program kesehatan batbata adi sina yanak nenas ami urag terpencil,True
bagaimana cara kita bisa mendukung program kesehatan ibu dan anak di daerah terpencil?,bagaimana cara kita bisa mendukung program kesehatan ibu dan anak di daerah terpencil?,akape ita cara bisa ta dukung program kesehatan batbata adi sina yanak nenas ami urag terpencil,False
aku suka novel fiksi dan buku motivasi,Saya gemar membaca novel fiksi dan buku motivasi.,yai suka novel fiksi adi buku motivasi,True
aku suka novel fiksi dan buku motivasi,aku suka novel fiksi dan buku motivasi,yai suka novel fiksi adi buku motivasi,False
bisakah saya pinjam pensilmu,Bolehkah saya meminjam pensil Anda?,obisa epinjam o pensil,True
bisakah saya pinjam pensilmu,bisakah saya pinjam pensilmu,obisa epinjam o pensil,False
bagaimana cara kita bisa meningkatkan kesadaran akan pentingnya hak-hak anak,Bagaimana cara meningkatkan kesadaran akan pentingnya hak-hak anak?,akape ita cara bisa ta tingkatkan kesadaran akan pentingnya kapropir sina hak-hak,True
bagaimana cara kita bisa meningkatkan kesadaran akan pentingnya hak-hak anak,bagaimana cara kita bisa meningkatkan kesadaran akan pentingnya hak-hak anak,akape ita cara bisa ta tingkatkan kesadaran akan pentingnya kapropir sina hak-hak,False
kamu suka mengoleksi barang apa?,Barang apa yang Anda sukai untuk dikoleksi?,o suka mi koleksi kwai kusafa,True
kamu suka mengoleksi barang apa?,kamu suka mengoleksi barang apa?,o suka mi koleksi kwai kusafa,False
pendidikan sebagai sarana untuk memahami dan mengatasi masalah kesenjangan kesehatan,Pendidikan berperan sebagai sarana untuk memahami dan mengatasi masalah kesenjangan kesehatan.,a sekolah nukwa alat buat ta pahami adi ta atasi masalah kesenjangan kesehatan,True
pendidikan sebagai sarana untuk memahami dan mengatasi masalah kesenjangan kesehatan,pendidikan sebagai sarana untuk memahami dan mengatasi masalah kesenjangan kesehatan,a sekolah nukwa alat buat ta pahami adi ta atasi masalah kesenjangan kesehatan,False
apa pendapatmu tentang peran perempuan dalam dunia kerja?,Bagaimana pandangan Anda tentang peran perempuan dalam dunia kerja?,o pendapat akape adi peran batbata ami tompat kerja?,True
apa pendapatmu tentang peran perempuan dalam dunia kerja?,apa pendapatmu tentang peran perempuan dalam dunia kerja?,o pendapat akape adi peran batbata ami tompat kerja?,False
ini adalah pekerjaan yang sulit,Ini merupakan pekerjaan yang tidak mudah.,ige adalah taukwai yang sulit,True
ini adalah pekerjaan yang sulit,ini adalah pekerjaan yang sulit,ige adalah taukwai yang sulit,False
apa pendapatmu tentang pentingnya kesetaraan akses pendidikan bagi semua anak,Bagaimana pendapat Anda mengenai pentingnya kesetaraan akses pendidikan bagi seluruh anak?,o pendapat akape adi pentingnya tana sana akses pandidikan buat kapropir karagatuni,True
apa pendapatmu tentang pentingnya kesetaraan akses pendidikan bagi semua anak,apa pendapatmu tentang pentingnya kesetaraan akses pendidikan bagi semua anak,o pendapat akape adi pentingnya tana sana akses pandidikan buat kapropir karagatuni,False
apa pendapatmu tentang desain grafis bagaimana pengalamanmu dengan desain grafis,Bagaimana pandangan Anda tentang desain grafis dan pengalaman Anda dalam bidang tersebut?,o pendapat akape adi desain grafis o pengalaman akape adi desain grafis,True
apa pendapatmu tentang desain grafis bagaimana pengalamanmu dengan desain grafis,apa pendapatmu tentang desain grafis bagaimana pengalamanmu dengan desain grafis,o pendapat akape adi desain grafis o pengalaman akape adi desain grafis,False
saya akan mengundang teman-teman kita untuk makan malam,Saya akan mengajak teman-teman kita untuk makan malam.,emau undang ita taman-taman bo taunkwai misyag,True
saya akan mengundang teman-teman kita untuk makan malam,saya akan mengundang teman-teman kita untuk makan malam,emau undang ita taman-taman bo taunkwai misyag,False
aku suka berkebun dan memasak.,Saya menyukai kegiatan berkebun dan memasak.,yai suka ana serag adi afrubir kwai,True
aku suka berkebun dan memasak.,aku suka berkebun dan memasak.,yai suka ana serag adi afrubir kwai,False
"menurutmu, apa saja langkah yang bisa diambil untuk mengurangi dampak perubahan iklim?","Menurut Anda, langkah apa saja yang dapat diambil untuk mengurangi dampak perubahan iklim?",menurut o kusafa watan yang bisa tana buat ta kurangi dampak pancaroba,True
"menurutmu, apa saja langkah yang bisa diambil untuk mengurangi dampak perubahan iklim?","menurutmu, apa saja langkah yang bisa diambil untuk mengurangi dampak perubahan iklim?",menurut o kusafa watan yang bisa tana buat ta kurangi dampak pancaroba,False
bagaimana kamu memandang seni dan budaya di indonesia,Bagaimana pandangan Anda terhadap seni dan budaya di Indonesia?,akape o cara pandang seni adi budaya ami indonesia,True
bagaimana kamu memandang seni dan budaya di indonesia,bagaimana kamu memandang seni dan budaya di indonesia,akape o cara pandang seni adi budaya ami indonesia,False
bagaimana pandanganmu tentang pentingnya literasi finansial?,Bagaimana pendapat Anda mengenai signifikansi literasi keuangan?,o pandangan akape adi pentingnya literasi finansial?,True
bagaimana pandanganmu tentang pentingnya literasi finansial?,bagaimana pandanganmu tentang pentingnya literasi finansial?,o pandangan akape adi pentingnya literasi finansial?,False
apa pendapatmu tentang pentingnya inovasi dalam sektor pertanian,Apa pandangan Anda mengenai peran inovasi di bidang pertanian?,o pendapat akape adi pentingnya tana perubahan ami nanam sektor pertanian,True
apa pendapatmu tentang pentingnya inovasi dalam sektor pertanian,apa pendapatmu tentang pentingnya inovasi dalam sektor pertanian,o pendapat akape adi pentingnya tana perubahan ami nanam sektor pertanian,False
apa yang bisa kita lakukan untuk mendukung program perlindungan satwa liar?,Apa upaya yang dapat kita lakukan untuk mendukung program pelestarian satwa liar?,kwai kusafa yang bisa tana buat ta dukung program ta lindungi satwa liar?,True
apa yang bisa kita lakukan untuk mendukung program perlindungan satwa liar?,apa yang bisa kita lakukan untuk mendukung program perlindungan satwa liar?,kwai kusafa yang bisa tana buat ta dukung program ta lindungi satwa liar?,False
bagaimana cara kamu belajar tentang kesehatan,Bagaimana metode yang Anda gunakan untuk mempelajari kesehatan?,o cara akape balajar tentang kesehatan,True
